artist,link,track
Falco,http://web.tiscali.it/take_the_best129/0195%20-%20Falco%20-%20Der%20Kommissar.jpg,Der Kommissar
Die Fantastischen Vier,http://web.tiscali.it/take_the_best130/0196%20-%20Die%20Fantastischen%20Vier%20-%20Die%20da.jpg,Die da
Markus,http://web.tiscali.it/take_the_best131/0197%20-%20Markus%20-%20Ich%20will%20Spass.jpg,Ich will Spass
Peter Kent,http://web.tiscali.it/take_the_best132/0198%20-%20Peter%20Kent%20-%20It%27s%20a%20Real%20Good%20Feeling.jpg,It's a Real Good Feeling
Falco,http://web.tiscali.it/take_the_best133/0199%20-%20Falco%20-%20Out%20Of%20The%20Dark.jpg,Out Of The Dark
Juliane Werding,http://web.tiscali.it/take_the_best134/0200%20-%20Juliane%20Werding%20-%20Der%20Tag%20als%20Conny%20Kramer%20starb.jpg,Der Tag als Conny Kramer starb
No Doubt,http://web.tiscali.it/take_the_best135/0201%20-%20No%20Doubt%20-%20Dont%27t%20Speak.jpg,Dont't Speak
Nino de Angelo,http://web.tiscali.it/take_the_best136/0202%20-%20Nino%20de%20Angelo%20-%20Jenseits%20von%20Eden%20%28%27%27Guardian%20Angel%27.jpg,Jenseits von Eden
Stevie Wonder,http://web.tiscali.it/take_the_best137/0203%20-%20Stevie%20Wonder%20-%20I%20Just%20Called%20To%20Say%20I%20Love%20You%20%28aus%20.jpg,I Just Called To Say I Love You
Sandra,http://web.tiscali.it/take_the_best138/0204%20-%20Sandra%20-%20%28I%27ll%20Never%20Be%29%20Maria%20Magdalena.jpg,(I'll Never Be) Maria Magdalena
Chris Norman,http://web.tiscali.it/take_the_best139/0205%20-%20Chris%20Norman%20-%20Midnight%20Lady%20%28aus%20%27%27Tatort%27%27%29.jpg,Midnight Lady
Backstreet Boys,http://web.tiscali.it/take_the_best140/0206%20-%20Backstreet%20Boys%20-%20Quit%20Playing%20Games%20%28With%20My%20Heart%29.jpg,Quit Playing Games
Middle Of The Road,http://web.tiscali.it/take_the_best141/0207%20-%20Middle%20Of%20The%20Road%20-%20Sacramento.jpg,Sacramento
Dan The Banjo Man,http://web.tiscali.it/take_the_best142/0208%20-%20Dan%20The%20Banjo%20Man%20-%20Dan%20The%20Banjo%20Man.jpg,Dan The Banjo Man
Cranberries,http://web.tiscali.it/take_the_best143/0209%20-%20Cranberries%20-%20Zombie.jpg,Zombie
Felix,http://web.tiscali.it/take_the_best144/0210%20-%20Felix%20-%20Don%27t%20You%20Want%20Me.jpg,Don't You Want Me
Whitney Housten,http://web.tiscali.it/take_the_best145/0211%20-%20Whitney%20Housten%20-%20My%20Love%20Is%20You%20Love.jpg,My Love Is You Love
Ben feat. Gim,http://web.tiscali.it/take_the_best146/0212%20-%20Ben%20feat.%20Gim%20-%20Engel.jpg,Engel
Emilia,http://web.tiscali.it/take_the_best147/0213%20-%20Emilia%20-%20Big%20Big%20World.jpg,Big Big World
Paul McCartney & Stevie Wonder,http://web.tiscali.it/take_the_best148/0214%20-%20Paul%20McCartney%20&%20Stevie%20Wonder%20-%20Ebony%20And%20Ivory.jpg,Ebony And Ivory
Geier Sturzflug,http://web.tiscali.it/take_the_best149/0215%20-%20Geier%20Sturzflug%20-%20Bruttosozialprodukt.jpg,Bruttosozialprodukt
Eminem,http://web.tiscali.it/take_the_best150/0216%20-%20Eminem%20-%20Lose%20Yourself.jpg,Lose Yourself
Die Gerd Show,http://web.tiscali.it/take_the_best151/0217%20-%20Die%20Gerd%20Show%20-%20Der%20Steuersong%20%28%27%27Aserej%C3%A9%27%27%29.jpg,Der Steuersong
a,http://web.tiscali.it/take_the_best152/0218%20-%20a-ha%20-%20Take%20On%20Me.jpg,Take On Me
Safri Duo,http://web.tiscali.it/take_the_best153/0219%20-%20Safri%20Duo%20-%20Played-A-Live.jpg,Live
Robin Gibb,http://web.tiscali.it/take_the_best154/0220%20-%20Robin%20Gibb%20-%20Juliet.jpg,Juliet
Gazebo,http://web.tiscali.it/take_the_best155/0221%20-%20Gazebo%20-%20I%20Like%20Chopin.jpg,I Like Chopin
Ace Of Base,http://web.tiscali.it/take_the_best156/0222%20-%20Ace%20Of%20Base%20-%20The%20Sign.jpg,The Sign
Wet Wet Wet,http://web.tiscali.it/take_the_best157/0223%20-%20Wet%20Wet%20Wet%20-%20Love%20Is%20All%20Around%20%28aus%20%27%27Vier%20Hochzeit.jpg,Love Is All Around
Frankie Goes To Hollywood,http://web.tiscali.it/take_the_best158/0224%20-%20Frankie%20Goes%20To%20Hollywood%20-%20Relax.jpg,Relax
C&C Music Factory,http://web.tiscali.it/take_the_best159/0225%20-%20C&C%20Music%20Factory%20-%20Gonna%20Make%20You%20Sweat.jpg,Gonna Make You Sweat
Les Humphries Singers,http://web.tiscali.it/take_the_best160/0226%20-%20Les%20Humphries%20Singers%20-%20Mexico.jpg,Mexico
Technotronic,http://web.tiscali.it/take_the_best161/0227%20-%20Technotronic%20-%20Pump%20Up%20The%20Jam.jpg,Pump Up The Jam
Middle Of The Road,http://web.tiscali.it/take_the_best162/0228%20-%20Middle%20Of%20The%20Road%20-%20Samson%20And%20Delilah.jpg,Samson And Delilah
Tina Turner,http://web.tiscali.it/take_the_best163/0229%20-%20Tina%20Turner%20-%20We%20Don%27t%20Need%20Another%20Hero%20%28aus%20%27%27Mad%20M.jpg,We Don't Need Another Hero
Nelly feat. Kelly Rowland,http://web.tiscali.it/take_the_best164/0230%20-%20Nelly%20feat.%20Kelly%20Rowland%20-%20Dilemma.jpg,Dilemma
Tony Christie,http://web.tiscali.it/take_the_best165/0231%20-%20Tony%20Christie%20-%20%28Is%20This%20The%20Way%20To%29%20Amarillo.jpg,(Is This The Way To) Amarillo
Baccara,"http://web.tiscali.it/take_the_best166/0232%20-%20Baccara%20-%20Sorry,%20I%27m%20A%20Lady.jpg","Sorry, I'm A Lady"
T. Rex,http://web.tiscali.it/take_the_best167/0233%20-%20T.%20Rex%20-%20Hot%20Love.jpg,Hot Love
Jeanette,http://web.tiscali.it/take_the_best168/0234%20-%20Jeanette%20-%20Porque%20te%20vas.jpg,Porque te vas
Snap,http://web.tiscali.it/take_the_best169/0235%20-%20Snap%20-%20The%20Power.jpg,The Power
Loona,http://web.tiscali.it/take_the_best170/0236%20-%20Loona%20-%20Bailando.jpg,Bailando
Phil Collins,http://web.tiscali.it/take_the_best171/0237%20-%20Phil%20Collins%20-%20In%20The%20Air%20Tonight.jpg,In The Air Tonight
Bon Jovi,http://web.tiscali.it/take_the_best172/0238%20-%20Bon%20Jovi%20-%20It%27s%20My%20Life.jpg,It's My Life
Will Smith,http://web.tiscali.it/take_the_best173/0239%20-%20Will%20Smith%20-%20Men%20In%20Black%20%28aus%20%27%27Men%20In%20Black%27%27%29.jpg,Men In Black
Michael Jackson,http://web.tiscali.it/take_the_best174/0240%20-%20Michael%20Jackson%20-%20Black%20Or%20White.jpg,Black Or White
Paul Hardcastle,http://web.tiscali.it/take_the_best175/0241%20-%20Paul%20Hardcastle%20-%2019.jpg,19
Kiss,http://web.tiscali.it/take_the_best176/0242%20-%20Kiss%20-%20I%20Was%20Made%20For%20Loving%20You.jpg,I Was Made For Loving' You
Two Unlimited,http://web.tiscali.it/take_the_best177/0243%20-%20Two%20Unlimited%20-%20No%20Limit.jpg,No Limit
Crazy Town,http://web.tiscali.it/take_the_best178/0244%20-%20Crazy%20Town%20-%20Butterfly.jpg,Butterfly
T.A.T.U.,http://web.tiscali.it/take_the_best179/0245%20-%20T.A.T.U.%20-%20All%20The%20Things%20She%20Said.jpg,All The Things She Said
Daniel Boone,http://web.tiscali.it/take_the_best180/0246%20-%20Daniel%20Boone%20-%20Beautiful%20Sunday.jpg,Beautiful Sunday
Tote Hosen,http://web.tiscali.it/take_the_best181/0247%20-%20Tote%20Hosen%20-%20Zehn%20kleine%20J%C3%A4germeister.jpg,Zehn kleine J?germeister
Charles And Eddie,http://web.tiscali.it/take_the_best182/0248%20-%20Charles%20And%20Eddie%20-%20Would%20I%20Lie%20To%20You.jpg,Would I Lie To You
Howard Carpendale,http://web.tiscali.it/come_on_everybody01/0249%20-%20Howard%20Carpendale%20-%20Ti%20amo%20%28%27%27Ti%20amo%27%27%29.jpg,Ti amo
Oli P.,http://web.tiscali.it/come_on_everybody02/0250%20-%20Oli%20P.%20-%20So%20bist%20Du.jpg,So bist Du
Queen Of Chinatown (Amanda Lear),http://web.tiscali.it/come_on_everybody03/0251%20-%20Queen%20Of%20Chinatown%20%28Amanda%20Lear%29.jpg,Queen Of Chinatown (Amanda Lear)
Diether Krebs + Gundula,"http://web.tiscali.it/come_on_everybody04/0252%20-%20Diether%20Krebs%20+%20Gundula%20-%20Ich%20bin%20der%20Martin,%20ne.jpg","Ich bin der Martin, ne"
Middle of the Road,http://web.tiscali.it/come_on_everybody05/0253%20-%20Middle%20of%20the%20Road%20-%20Soley%20Soley.jpg,Soley Soley
Sweet,http://web.tiscali.it/come_on_everybody06/0254%20-%20Sweet%20-%20Hell%20Raiser.jpg,Hell Raiser
dj ?tzi,http://web.tiscali.it/come_on_everybody07/0255%20-%20dj%20%C3%B6tzi%20-%20Anton%20Aus%20Tirol.jpg,Anton Aus Tirol
"Bryan Adams, Rod Stewart, Sting","http://web.tiscali.it/come_on_everybody08/0256%20-%20Bryan%20Adams,%20Rod%20Stewart,%20Sting%20-%20All%20for%20One,%20All%20fo.jpg","All for One, All for Love"
East 17,http://web.tiscali.it/come_on_everybody09/0257%20-%20East%2017%20-%20It%27s%20Alright.jpg,It's Alright
ATC,http://web.tiscali.it/come_on_everybody10/0258%20-%20ATC%20-%20Around%20The%20World.jpg,Around The World
MARK'OH,http://web.tiscali.it/come_on_everybody11/0259%20-%20MARK%27OH%20-%20Tears%20Don%27t%20Lie.jpg,Tears Don't Lie
Gebrüder Blattschuss,http://web.tiscali.it/come_on_everybody12/0260%20-%20Gebr%C3%BCder%20Blattschuss%20-%20Kreuzberger%20N%C3%A4chte.jpg,Kreuzberger N?chte
Sugarhill Gang,http://web.tiscali.it/come_on_everybody13/0261%20-%20Sugarhill%20Gang%20-%20Rapper%27s%20Delight.jpg,Rapper's Delight
Whitney Houston,http://web.tiscali.it/come_on_everybody14/0262%20-%20Whitney%20Houston%20-%20I%20Will%20Always%20Love%20You%20%28aus%20%27%27Bodyg.jpg,I Will Always Love You
Aerosmith,http://web.tiscali.it/come_on_everybody15/0263%20-%20Aerosmith%20-%20I%20Don%27t%20Want%20To%20Miss%20A%20Thing%20%28aus%20%27%27Armag.jpg,I Don't Want To Miss A Thing
O.K.,http://web.tiscali.it/come_on_everybody16/0264%20-%20O.K.%20-%20Okay.jpg,Okay
George Baker Selection,http://web.tiscali.it/come_on_everybody17/0265%20-%20George%20Baker%20Selection%20-%20Morning%20Sky.jpg,Morning Sky
Double You,http://web.tiscali.it/come_on_everybody18/0266%20-%20Double%20You%20-%20Please%20Don%27t%20Go.jpg,Please Don't Go
UB 40,http://web.tiscali.it/come_on_everybody19/0267%20-%20UB%2040%20-%20Can%27t%20Help%20Falling%20In%20Love.jpg,Can't Help Falling In Love
Laid Back,http://web.tiscali.it/come_on_everybody20/0268%20-%20Laid%20Back%20-%20Sunshine%20Reggae.jpg,Sunshine Reggae
Kylie Minogue,http://web.tiscali.it/come_on_everybody21/0269%20-%20Kylie%20Minogue%20-%20Can%27t%20Get%20You%20Out%20Of%20My%20Head.jpg,Can't Get You Out Of My Head
Ottowan,http://web.tiscali.it/come_on_everybody22/0270%20-%20Ottowan%20-%20D.I.S.C.O..jpg,D.I.S.C.O.
Sweet,http://web.tiscali.it/come_on_everybody23/0271%20-%20Sweet%20-%20Poppa%20Joe.jpg,Poppa Joe
Bruce Springsteen,http://web.tiscali.it/come_on_everybody24/0272%20-%20Bruce%20Springsteen%20-%20Streets%20Of%20Philadelphia%20%28aus%20%27%27Ph.jpg,Streets Of Philadelphia
Bloodhound Gang,http://web.tiscali.it/come_on_everybody25/0273%20-%20Bloodhound%20Gang%20-%20The%20Bad%20Touch.jpg,The Bad Touch
Gigi D'Agostino,http://web.tiscali.it/come_on_everybody26/0274%20-%20Gigi%20D%27Agostino%20-%20La%20passion.jpg,La passion
Prince Ital Joe & Marky Mark,http://web.tiscali.it/come_on_everybody27/0275%20-%20Prince%20Ital%20Joe%20&%20Marky%20Mark%20-%20United.jpg,United
Alphaville,http://web.tiscali.it/come_on_everybody28/0276%20-%20Alphaville%20-%20Big%20In%20Japan.jpg,Big In Japan
Dolls United,http://web.tiscali.it/come_on_everybody29/0277%20-%20Dolls%20United%20-%20Eine%20Insel%20mit%20zwei%20Bergen.jpg,Eine Insel mit zwei Bergen
Guru Josh,http://web.tiscali.it/come_on_everybody30/0278%20-%20Guru%20Josh%20-%20Infinity.jpg,Infinity
Haddaway,http://web.tiscali.it/come_on_everybody31/0279%20-%20Haddaway%20-%20Life.jpg,Life
Jive Bunny And The Mastermixers,http://web.tiscali.it/come_on_everybody32/0280%20-%20Jive%20Bunny%20And%20The%20Mastermixers%20-%20Swing%20The%20Mood.jpg,Swing The Mood
Xavier Naidoo,http://web.tiscali.it/come_on_everybody33/0281%20-%20Xavier%20Naidoo%20-%20Sie%20sieht%20mich%20nicht%20%28aus%20%27%27Asterix%20u.jpg,Sie sieht mich nicht
Whitney Houston,http://web.tiscali.it/come_on_everybody34/0282%20-%20Whitney%20Houston%20-%20I%20Wanna%20Dance%20With%20Somebody%20%28Who%20Lo.jpg,I Wanna Dance With Somebody (Who Loves Me)
Sarah Connor,http://web.tiscali.it/come_on_everybody35/0283%20-%20Sarah%20Connor%20-%20From%20Sarah%20With%20Love.jpg,From Sarah With Love
Art Gartfunkel,http://web.tiscali.it/come_on_everybody36/0284%20-%20Art%20Gartfunkel%20-%20Bright%20Eyes%20%28aus%20%27%27Unten%20am%20Flu%C3%9F%27%27%29.jpg,Bright Eyes
Whigfield,http://web.tiscali.it/come_on_everybody37/0285%20-%20Whigfield%20-%20Saturday%20Night.jpg,Saturday Night
Mike Oldfield,http://web.tiscali.it/come_on_everybody38/0286%20-%20Mike%20Oldfield%20-%20Moonlight%20Shadow.jpg,Moonlight Shadow
La Bouche,http://web.tiscali.it/come_on_everybody39/0287%20-%20La%20Bouche%20-%20Be%20My%20Lover.jpg,Be My Lover
Nena,http://web.tiscali.it/come_on_everybody40/0288%20-%20Nena%20-%20Nur%20getr%C3%A4umt.jpg,Nur getr?umt
Scatman John,http://web.tiscali.it/come_on_everybody41/0289%20-%20Scatman%20John%20-%20Scatman.jpg,Scatman
France Gall,http://web.tiscali.it/come_on_everybody42/0290%20-%20France%20Gall%20-%20Ella%20elle%20l%27a.jpg,Ella elle l'a
Laura Branigan,http://web.tiscali.it/come_on_everybody43/0291%20-%20Laura%20Branigan%20-%20Self%20Control.jpg,Self Control
Heino,http://web.tiscali.it/come_on_everybody44/0292%20-%20Heino%20-%20Blau%20bl%C3%BCht%20der%20Enzian.jpg,Blau blüht der Enzian
Luv,http://web.tiscali.it/come_on_everybody45/0293%20-%20Luv%20-%20You%27re%20The%20Greatest%20Lover.jpg,You're The Greatest Lover
Peret,http://web.tiscali.it/come_on_everybody46/0294%20-%20Peret%20-%20Borriquito.jpg,Borriquito
Aneka,http://web.tiscali.it/come_on_everybody47/0295%20-%20Aneka%20-%20Japanese%20Boy.jpg,Japanese Boy
Nana,http://web.tiscali.it/come_on_everybody48/0296%20-%20Nana%20-%20Lonely.jpg,Lonely
Uncle Kracker,http://web.tiscali.it/come_on_everybody49/0297%20-%20Uncle%20Kracker%20-%20Follow%20Me.jpg,Follow Me
Belle Epoque,http://web.tiscali.it/come_on_everybody50/0298%20-%20Belle%20Epoque%20-%20Black%20Is%20Black.jpg,Black Is Black
Buggles,http://web.tiscali.it/come_on_everybody51/0299%20-%20Buggles%20-%20Video%20Killed%20The%20Radio%20Star.jpg,Video Killed The Radio Star
Pet Shop Boys,http://web.tiscali.it/come_on_everybody52/0300%20-%20Pet%20Shop%20Boys%20-%20It%27s%20A%20Sin.jpg,It's A Sin
Jürgen Marcus,http://web.tiscali.it/come_on_everybody53/0301%20-%20J%C3%BCrgen%20Marcus%20-%20Eine%20neue%20Liebe%20ist%20wie%20ein%20neues%20Leb.jpg,Eine neue Liebe ist wie ein neues Leben
Madonna,http://web.tiscali.it/come_on_everybody54/0302%20-%20Madonna%20-%20La%20Isla%20Bonita.jpg,La Isla Bonita
Christina Aguilera,http://web.tiscali.it/come_on_everybody55/0303%20-%20Christina%20Aguilera%20-%20Genie%20In%20A%20Bottle.jpg,Genie In A Bottle
R. Kelly,http://web.tiscali.it/come_on_everybody56/0304%20-%20R.%20Kelly%20-%20If%20I%20Could%20Turn%20Back%20The%20Hands%20Of%20Time.jpg,If I Could Turn Back The Hands Of Time
Magic Affair,http://web.tiscali.it/come_on_everybody57/0305%20-%20Magic%20Affair%20-%20Omen%20III.jpg,Omen III
Crash Test Dummies,http://web.tiscali.it/djset0101/0306%20-%20Crash%20Test%20Dummies%20-%20Mmm%20Mmm%20Mmm%20Mmm%20Mmm.jpg,Mmm Mmm Mmm Mmm Mmm
Eminem,http://web.tiscali.it/djset0102/0307%20-%20Eminem%20-%20Stan.jpg,Stan
Tic Tac Toe,http://web.tiscali.it/djset0103/0308%20-%20Tic%20Tac%20Toe%20-%20Warum.jpg,Warum
Tony Marshall,http://web.tiscali.it/djset0104/0309%20-%20Tony%20Marshall%20-%20Sch%C3%B6ne%20Maid.jpg,Sch?ne Maid
Freddy Breck,http://web.tiscali.it/djset0105/0310%20-%20Freddy%20Breck%20-%20Bianca.jpg,Bianca
Neil Diamond,http://web.tiscali.it/djset0107/0311%20-%20Neil%20Diamond%20-%20I%20Am%20...%20I%20Said.jpg,I Am ... I Said
Hubert KaH,http://web.tiscali.it/djset0108/0312%20-%20Hubert%20KaH%20-%20Rosemarie.jpg,Rosemarie
Costa Cordalis,http://web.tiscali.it/djset0109/0313%20-%20Costa%20Cordalis%20-%20Anita.jpg,Anita
Dschinghis Khan,http://web.tiscali.it/djset0110/0314%20-%20Dschinghis%20Khan%20-%20Dschinghis%20Khan.jpg,Dschinghis Khan
Masquerade,http://web.tiscali.it/djset0111/0315%20-%20Masquerade%20-%20Guardian%20Angel.jpg,Guardian Angel
Tow Unlimited,http://web.tiscali.it/djset0112/0316%20-%20Tow%20Unlimited%20-%20Tribal%20Dance.jpg,Tribal Dance
Kelly Family,http://web.tiscali.it/djset0113/0317%20-%20Kelly%20Family%20-%20An%20Angel.jpg,An Angel
Santana,"http://web.tiscali.it/djset0114/0318%20-%20Santana%20-%20Maria,%20Maria.jpg","Maria, Maria"
Elton John,http://web.tiscali.it/djset0115/0319%20-%20Elton%20John%20-%20Nikita.jpg,Nikita
Rod Stewart,http://web.tiscali.it/djset0116/0320%20-%20Rod%20Stewart%20-%20Sailing.jpg,Sailing
Boyzone,http://web.tiscali.it/djset0117/0321%20-%20Boyzone%20-%20No%20Matter%20What%20%28aus%20%27%27Whistle%20Down%20The%20Wind.jpg,No Matter What
La Bionda,"http://web.tiscali.it/djset0118/0322%20-%20La%20Bionda%20-%20One%20For%20Me,%20One%20For%20You.jpg","One For Me, One For You"
Talk Talk,http://web.tiscali.it/djset0119/0323%20-%20Talk%20Talk%20-%20Such%20A%20Shame.jpg,Such A Shame
Right Said Fred,http://web.tiscali.it/djset0120/0324%20-%20Right%20Said%20Fred%20-%20Don%27t%20Talk%20-%20Just%20Kiss.jpg,Just Kiss
Ulli Martin,http://web.tiscali.it/djset0121/0325%20-%20Ulli%20Martin%20-%20Monika.jpg,Monika
Herbert Gr?nemeyer,http://web.tiscali.it/djset0122/0326%20-%20Herbert%20Gr%C3%B6nemeyer%20-%20Mensch.jpg,Mensch
Roy Black,http://web.tiscali.it/djset0123/0327%20-%20Roy%20Black%20-%20F%C3%BCr%20dich%20allein%20%28Du%20kannst%20nicht%20alles%20ha.jpg,Für dich allein (Du kannst nicht alles haben)
Middle Of The Road,http://web.tiscali.it/djset0124/0328%20-%20Middle%20Of%20The%20Road%20-%20Bottom%27s%20Up.jpg,Bottom's Up
Hot Butter,http://web.tiscali.it/djset0125/0329%20-%20Hot%20Butter%20-%20Popcorn.jpg,Popcorn
Sweet,http://web.tiscali.it/djset0126/0330%20-%20Sweet%20-%20Little%20Willy.jpg,Little Willy
Diana Ross,http://web.tiscali.it/djset0127/0331%20-%20Diana%20Ross%20-%20Upside%20Down.jpg,Upside Down
Members Of Mayday,http://web.tiscali.it/djset0128/0332%20-%20Members%20Of%20Mayday%20-%20Sonic%20Empire.jpg,Sonic Empire
Max Werner,http://web.tiscali.it/djset0129/0333%20-%20Max%20Werner%20-%20Rain%20In%20May.jpg,Rain In May
Madonna,http://web.tiscali.it/djset0130/0334%20-%20Madonna%20-%20Like%20A%20Prayer.jpg,Like A Prayer
Pappa Bear feat. Van der Toorn,http://web.tiscali.it/djset0131/0335%20-%20Pappa%20Bear%20feat.%20Van%20der%20Toorn%20-%20Cherish.jpg,Cherish
Neil Diamond,http://web.tiscali.it/djset0132/0336%20-%20Neil%20Diamond%20-%20Longfellow%20Serenade.jpg,Longfellow Serenade
Europe,http://web.tiscali.it/djset0133/0337%20-%20Europe%20-%20The%20Final%20Countdown.jpg,The Final Countdown
Shakira,http://web.tiscali.it/djset0134/0338%20-%20Shakira%20-%20Underneath%20Your%20Clothes.jpg,Underneath Your Clothes
ABBA,http://web.tiscali.it/djset0135/0339%20-%20ABBA%20-%20Chiquitita.jpg,Chiquitita
Sweet,http://web.tiscali.it/djset0136/0340%20-%20Sweet%20-%20The%20Six%20Teens.jpg,The Six Teens
Michael Pras,http://web.tiscali.it/djset0137/0341%20-%20Michael%20Pras%20-%20Ghetto%20Supastar%20%28That%20Is%20What%20You%20Are%29.jpg,Ghetto Supastar (That Is What You Are)
Four The Cause,http://web.tiscali.it/djset0138/0342%20-%20Four%20The%20Cause%20-%20Stand%20By%20Me.jpg,Stand By Me
Tic Tac Toe,http://web.tiscali.it/djset0139/0343%20-%20Tic%20Tac%20Toe%20-%20Verpi%C3%9F%20dich.jpg,Verpi? dich
Sabrina Setlur,http://web.tiscali.it/djset0140/0344%20-%20Sabrina%20Setlur%20-%20Du%20liebst%20mich%20nicht.jpg,Du liebst mich nicht
DJ Bobo,http://web.tiscali.it/djset0141/0345%20-%20DJ%20Bobo%20-%20Everybody.jpg,Everybody
Fantastischen Vier,http://web.tiscali.it/djset0142/0346%20-%20Fantastischen%20Vier%20-%20Sie%20ist%20weg.jpg,Sie ist weg
Stefan Raab,http://web.tiscali.it/djset0143/0347%20-%20Stefan%20Raab%20-%20Maschen-Draht-Zaun.jpg,Zaun
Status Quo,http://web.tiscali.it/djset0144/0348%20-%20Status%20Quo%20-%20In%20The%20Army%20Now.jpg,In The Army Now
Ricky King,http://web.tiscali.it/djset0145/0349%20-%20Ricky%20King%20-%20Verde.jpg,Verde
Harpo,http://web.tiscali.it/djset0146/0350%20-%20Harpo%20-%20Horoscope.jpg,Horoscope
Scooter,"http://web.tiscali.it/djset0147/0351%20-%20Scooter%20-%20Hyper,%20Hyper.jpg","Hyper, Hyper"
Hubert KaH,http://web.tiscali.it/djset0148/0352%20-%20Hubert%20KaH%20-%20Sternenhimmel.jpg,Sternenhimmel
Scatman John,http://web.tiscali.it/djset0149/0353%20-%20Scatman%20John%20-%20Scatman%27s%20World.jpg,Scatman's World
Modern Talking,"http://web.tiscali.it/djset0150/0354%20-%20Modern%20Talking%20-%20Cheri,%20Cheri%20Lady.jpg","Cheri, Cheri Lady"
Dschinghis Khan,http://web.tiscali.it/djset0151/0355%20-%20Dschinghis%20Khan%20-%20Moskau.jpg,Moskau
"Bell, Book And Candle","http://web.tiscali.it/djset0152/0356%20-%20Bell,%20Book%20And%20Candle%20-%20Rescue%20Me.jpg",Rescue Me
Bonnie Tyler,http://web.tiscali.it/djset0153/0357%20-%20Bonnie%20Tyler%20-%20It%27s%20A%20Heartache.jpg,It's A Heartache
Ottawan,http://web.tiscali.it/djset0154/0358%20-%20Ottawan%20-%20Hands%20Up%20%28Give%20Me%20Your%20Heart%29.jpg,Hands Up (Give Me Your Heart)
Freddy Breck,http://web.tiscali.it/djset0155/0359%20-%20Freddy%20Breck%20-%20Rote%20Rosen.jpg,Rote Rosen
Taylor Dayne,http://web.tiscali.it/djset0156/0360%20-%20Taylor%20Dayne%20-%20Tell%20It%20To%20My%20Heart.jpg,Tell It To My Heart
Daisy Door,http://web.tiscali.it/djset0157/0361%20-%20Daisy%20Door%20-%20Du%20lebst%20in%20deiner%20Welt%20%28Highlights%20Of%20M.jpg,Du lebst in deiner Welt (Highlights Of My Dreams)
Suzi Quatro,http://web.tiscali.it/djset0158/0362%20-%20Suzi%20Quatro%20-%2048%20Crash.jpg,48 Crash
Sweet,http://web.tiscali.it/djset0159/0363%20-%20Sweet%20-%20Ballroom%20Blitz.jpg,Ballroom Blitz
John Paul Young,http://web.tiscali.it/djset0160/0364%20-%20John%20Paul%20Young%20-%20Love%20Is%20In%20The%20Air.jpg,Love Is In The Air
Sam Cooke,http://web.tiscali.it/djset0161/0365%20-%20Sam%20Cooke%20-%20Wonderful%20World.jpg,Wonderful World
Gompie,"http://web.tiscali.it/djset0162/0366%20-%20Gompie%20-%20Alice,%20Who%20The%20X%20Is%20Alice%20%28Living%20Next%20Door%20.jpg","Alice, Who The X Is Alice (Living Next Door To Alice)"
Atomic Kitten,http://web.tiscali.it/djset0163/0367%20-%20Atomic%20Kitten%20-%20Whole%20Again.jpg,Whole Again
Rod Stewart,http://web.tiscali.it/djset0164/0368%20-%20Rod%20Stewart%20-%20Baby%20Jane.jpg,Baby Jane
Murray Head,http://web.tiscali.it/djset0165/0369%20-%20Murray%20Head%20-%20One%20Night%20In%20Bangkok%20%28aus%20%27%27Chess%27%27%29.jpg,One Night In Bangkok
Enya,http://web.tiscali.it/djset0166/0370%20-%20Enya%20-%20Only%20Time.jpg,Only Time
D.?.F.,http://web.tiscali.it/djset0167/0371%20-%20D.%C3%96.F.%20-%20Codo.jpg,Codo
Jermaine Jackson & Pia Zadora,http://web.tiscali.it/djset0168/0372%20-%20Jermaine%20Jackson%20&%20Pia%20Zadora%20-%20When%20The%20Rain%20Begins%20.jpg,When The Rain Begins To Fall
Tears For Fears,http://web.tiscali.it/djset0169/0373%20-%20Tears%20For%20Fears%20-%20Shout.jpg,Shout
Various (DSDS),http://web.tiscali.it/djset0170/0374%20-%20Various%20%28DSDS%29%20-%20We%20Have%20A%20Dream.jpg,We Have A Dream
Luniz,http://web.tiscali.it/djset0171/0375%20-%20Luniz%20-%20I%20Got%205%20On%20It.jpg,I Got 5 On It
Toni Braxton,http://web.tiscali.it/djset0172/0376%20-%20Toni%20Braxton%20-%20Un-Break%20My%20Heart.jpg,Break My Heart
Liquido,http://web.tiscali.it/djset0173/0377%20-%20Liquido%20-%20Narcotic.jpg,Narcotic
Cher,http://web.tiscali.it/djset0174/0378%20-%20Cher%20-%20The%20Shoop%20Shoop%20Song%20%28It%27s%20In%20His%20Kis%29%20%28aus%20%27%27.jpg,The Shoop Shoop Song (It's In His Kiss)
Roxette,http://web.tiscali.it/djset0175/0379%20-%20Roxette%20-%20How%20Do%20You%20Do.jpg,How Do You Do
Bellini,http://web.tiscali.it/djset0176/0380%20-%20Bellini%20-%20Samba%20de%20Janeiro.jpg,Samba de Janeiro
Black,http://web.tiscali.it/djset0177/0381%20-%20Black%20-%20Wonderful%20Life.jpg,Wonderful Life
Womack & Womack,http://web.tiscali.it/djset0178/0382%20-%20Womack%20&%20Womack%20-%20Teardrops.jpg,Teardrops
Zucchero,http://web.tiscali.it/djset0179/0383%20-%20Zucchero%20-%20Senza%20una%20donna%20%28Without%20A%20Woman%29.jpg,Senza una donna (Without A Woman)
