artist,link,track
Gibson Brothers,http://web.tiscali.it/ahk278nds8132/0572%20-%20Gibson%20Brothers%20-%20Que%20Ser%C3%A1%20Mi%20Vida.jpg,Que Será Mi Vida
Soulsister,http://web.tiscali.it/ahk278nds8133/0573%20-%20Soulsister%20-%20The%20Way%20To%20Your%20Heart.jpg,The Way To Your Heart
Samantha Fox,http://web.tiscali.it/ahk278nds8134/0574%20-%20Samantha%20Fox%20-%20Touch%20Me%20%28I%20Want%20Your%20Body%29.jpg,Touch Me (I Want Your Body)
Groove Coverage,http://web.tiscali.it/ahk278nds8135/0575%20-%20Groove%20Coverage%20-%20Moonlight%20Shadow.jpg,Moonlight Shadow
Bronski Beat,http://web.tiscali.it/ahk278nds8136/0576%20-%20Bronski%20Beat%20-%20Smalltown%20Boy.jpg,Smalltown Boy
Scooter,http://web.tiscali.it/ahk278nds8137/0577%20-%20Scooter%20-%20Nessaja.jpg,Nessaja
Alicia Keys,http://web.tiscali.it/ahk278nds8138/0578%20-%20Alicia%20Keys%20-%20Fallin%27.jpg,Fallin'
Albert Hammond,http://web.tiscali.it/ahk278nds8139/0579%20-%20Albert%20Hammond%20-%20I%27m%20ATrain.jpg,I'm ATrain
Kajagoogoo,http://web.tiscali.it/ahk278nds8140/0580%20-%20Kajagoogoo%20-%20Too%20Shy.jpg,Too Shy
Frank Zappa,http://web.tiscali.it/ahk278nds8141/0581%20-%20Frank%20Zappa%20-%20Bobby%20Brown.jpg,Bobby Brown
Dr. Alban,http://web.tiscali.it/ahk278nds8142/0582%20-%20Dr.%20Alban%20-%20No%20Coke.jpg,No Coke
Ulli Martin,http://web.tiscali.it/ahk278nds8143/0583%20-%20Ulli%20Martin%20-%20Ich%20tr%C3%A4ume%20mit%20offenen%20Augen%20von%20Dir.jpg,Ich tr?ume mit offenen Augen von Dir
Shakin' Stevens,http://web.tiscali.it/ahk278nds8144/0584%20-%20Shakin%27%20Stevens%20-%20Oh%20Julie.jpg,Oh Julie
David Bowie,http://web.tiscali.it/ahk278nds8145/0585%20-%20David%20Bowie%20-%20Let%27s%20Dance.jpg,Let's Dance
Sydney Youngblood,http://web.tiscali.it/ahk278nds8146/0586%20-%20Sydney%20Youngblood%20-%20If%20Only%20I%20Could.jpg,If Only I Could
Sasha,http://web.tiscali.it/ahk278nds8147/0587%20-%20Sasha%20-%20If%20You%20Believe.jpg,If You Believe
Kate Ryan,http://web.tiscali.it/ahk278nds8148/0588%20-%20Kate%20Ryan%20-%20Desenchantee.jpg,Desenchantee
Sabrina,http://web.tiscali.it/ahk278nds8149/0589%20-%20Sabrina%20-%20Boys.jpg,Boys
Dead Or Alive,http://web.tiscali.it/ahk278nds8150/0590%20-%20Dead%20Or%20Alive%20-%20You%20Spin%20Me%20Round%20%28Like%20A%20Record%29.jpg,You Spin Me Round (Like A Record)
Mixed Emotions,http://web.tiscali.it/ahk278nds8151/0591%20-%20Mixed%20Emotions%20-%20You%20Want%20Love.jpg,You Want Love
Twenty 4 Seven,http://web.tiscali.it/ahk278nds8152/0592%20-%20Twenty%204%20Seven%20-%20I%20Can%27t%20Stand%20It.jpg,I Can't Stand It
Shaggy,http://web.tiscali.it/ahk278nds8153/0593%20-%20Shaggy%20-%20Boombastic.jpg,Boombastic
Dave Stewart & Barbara Gaskin,http://web.tiscali.it/ahk278nds8154/0594%20-%20Dave%20Stewart%20&%20Barbara%20Gaskin%20-%20It%27s%20My%20Party.jpg,It's My Party
Rose Laurens,http://web.tiscali.it/ahk278nds8155/0595%20-%20Rose%20Laurens%20-%20Africa%20%28Voodoo%20Master%29.jpg,Africa (Voodoo Master)
George Michael,http://web.tiscali.it/ahk278nds8156/0596%20-%20George%20Michael%20-%20I%20Want%20Your%20Sex.jpg,I Want Your Sex
Das Modul,http://web.tiscali.it/ahk278nds8157/0597%20-%20Das%20Modul%20-%20Computerliebe.jpg,Computerliebe
Les Humphries Singers,http://web.tiscali.it/ahk278nds8158/0598%20-%20Les%20Humphries%20Singers%20-%20Kansas%20City.jpg,Kansas City
Men Without Hats,http://web.tiscali.it/ahk278nds8159/0599%20-%20Men%20Without%20Hats%20-%20The%20Safety%20Dance.jpg,The Safety Dance
Undercover,http://web.tiscali.it/ahk278nds8160/0600%20-%20Undercover%20-%20Baker%20Street.jpg,Baker Street
Dawn,http://web.tiscali.it/ahk278nds8161/0601%20-%20Dawn%20-%20Knock%20Three%20Times.jpg,Knock Three Times
HIM,http://web.tiscali.it/ahk278nds8162/0602%20-%20HIM%20-%20Join%20me.jpg,Join me
Raff,http://web.tiscali.it/ahk278nds8163/0603%20-%20Raff%20-%20Self%20control.jpg,Self control
Modern Talking,http://web.tiscali.it/ahk278nds8164/0604%20-%20Modern%20Talking%20-%20Brother%20Louie.jpg,Brother Louie
Pet Shop Boys,http://web.tiscali.it/ahk278nds8165/0605%20-%20Pet%20Shop%20Boys%20-%20Heart.jpg,Heart
Dr. Hook,http://web.tiscali.it/ahk278nds8166/0606%20-%20Dr.%20Hook%20-%20Sexy%20Eyes.jpg,Sexy Eyes
Soul Asylum,http://web.tiscali.it/ahk278nds8167/0607%20-%20Soul%20Asylum%20-%20Runaway%20train.jpg,Runaway train
Abba,http://web.tiscali.it/ahk278nds8168/0608%20-%20Abba%20-%20One%20of%20us.jpg,One of us
Phil Collins,http://web.tiscali.it/ahk278nds8169/0609%20-%20Phil%20Collins%20-%20In%20the%20air%20tonight.jpg,In the air tonight
T′pau,http://web.tiscali.it/ahk278nds8170/0610%20-%20T%B4pau%20-%20china%20in%20your%20hand.jpg,china in your hand
Backstreet Boys,http://web.tiscali.it/ahk278nds8171/0611%20-%20Backstreet%20Boys%20-%20Everybody.jpg,Everybody
Mel & Kim,http://web.tiscali.it/ahk278nds8172/0612%20-%20Mel%20&%20Kim%20-%20Respectable.jpg,Respectable
Pink,http://web.tiscali.it/ahk278nds8173/0613%20-%20Pink%20-%20Get%20the%20Party%20Started.jpg,Get the Party Started
Giorgio Moroder,http://web.tiscali.it/5g589jk398s01/0614%20-%20Giorgio%20Moroder%20-%20Reach%20Out.jpg,Reach Out
Black Box,http://web.tiscali.it/5g589jk398s02/0615%20-%20Black%20Box%20-%20Ride%20On%20Time.jpg,Ride On Time
Udo Jürgens,http://web.tiscali.it/5g589jk398s03/0616%20-%20Udo%20J%C3%BCrgens%20-%20%20Buenos%20Dias%20Argentina.jpg,Buenos Dias Argentina
Andrea Jürgens,http://web.tiscali.it/5g589jk398s05/0617%20-%20Andrea%20J%C3%BCrgens%20-%20Und%20dabei%20liebe%20ich%20Euch%20beide.jpg,Und dabei liebe ich Euch beide
Roxette,http://web.tiscali.it/5g589jk3798s01/0618%20-%20Roxette%20-%20It%20Must%20Have%20Been%20Love.jpg,It Must Have Been Love
Captain Jack,http://web.tiscali.it/5g589jk3798s02/0619%20-%20Captain%20Jack%20-%20Capitain%20Jack.jpg,Capitain Jack
T,http://web.tiscali.it/5g589jk3798s03/0620%20-%20T-Rex%20-%20Bang%20A%20Gong%20Get%20It%20On.jpg,Bang A Gong Get It On
Alice Cooper,http://web.tiscali.it/5g589jk3798s04/0621%20-%20Alice%20Cooper%20-%20Elected.jpg,Elected
Tanita Tikaram,http://web.tiscali.it/5g589jk3798s05/0622%20-%20Tanita%20Tikaram%20-%20Twist%20in%20my%20Sobriety.jpg,Twist in my Sobriety
Bryan Adams,http://web.tiscali.it/5g589jk3798s06/0623%20-%20Bryan%20Adams%20-%20Please%20Forgive%20Me.jpg,Please Forgive Me
Moby,http://web.tiscali.it/5g589jk3798s07/0624%20-%20Moby%20-%20Why%20does%20my%20heart%20feel%20so%20bad.jpg,Why does my heart feel so bad
Vengaboys,http://web.tiscali.it/5g589jk3798s08/0625%20-%20Vengaboys%20-%20Shalala%20Lala.jpg,Shalala Lala
Bene King,http://web.tiscali.it/5g589jk3798s09/0626%20-%20Bene%20King%20-%20Stand%20by%20me.jpg,Stand by me
Don Johnson,http://web.tiscali.it/5g589jk3798s10/0627%20-%20Don%20Johnson%20-%20Tell%20it%20like%20it%20is.jpg,Tell it like it is
Koreana,http://web.tiscali.it/5g589jk3798s11/0628%20-%20Koreana%20-%20Hand%20in%20Hand.jpg,Hand in Hand
Pet Shop Boys,http://web.tiscali.it/5g589jk3798s12/0629%20-%20Pet%20Shop%20Boys%20-%20West%20End%20Girls.jpg,West End Girls
Jürgen Marcus,http://web.tiscali.it/5g589jk3798s13/0630%20-%20J%C3%BCrgen%20Marcus%20-%20Ein%20Lied%20zieht%20hinaus%20in%20die%20Welt.jpg,Ein Lied zieht hinaus in die Welt
Secret Service,http://web.tiscali.it/5g589jk3798s14/0631%20-%20Secret%20Service%20-%20Ten%20O%27Clock%20Postman.jpg,Ten O'Clock Postman
Billy Joel,http://web.tiscali.it/5g589jk3798s15/0632%20-%20Billy%20Joel%20-%20We%20Didn%27t%20Start%20the%20Fire.jpg,We Didn't Start the Fire
Spin Doctors,http://web.tiscali.it/5g589jk3798s16/0633%20-%20Spin%20Doctors%20-%20Two%20Princes.jpg,Two Princes
Twenty Fingers,http://web.tiscali.it/5g589jk3798s17/0634%20-%20Twenty%20Fingers%20-%20Short%20Dick%20Man.jpg,Short Dick Man
Seal & Adamski,http://web.tiscali.it/5g589jk3798s18/0635%20-%20Seal%20&%20Adamski%20-%20Killer..jpg,Killer
KLF,http://web.tiscali.it/5g589jk3798s19/0636%20-%20KLF%20-%203%20A.M.%20Eternal.jpg,3 A.M. Eternal
Punjabi,http://web.tiscali.it/5g589jk3798s20/0637%20-%20Punjabi%20-%20Mundian%20To%20Bach%20Ke.jpg,Mundian To Bach Ke
Shania Twain,http://web.tiscali.it/5g589jk3798s21/0638%20-%20Shania%20Twain%20-%20Ka-Ching.jpg,Ching
"Aguilera, Christina, Pink, Mya & Lil' Kim","http://web.tiscali.it/5g589jk3798s22/0639%20-%20Aguilera,%20Christina,%20Pink,%20Mya%20&%20Lil%27%20Kim%20-%20Lady%20Marm.jpg",Lady Marmalade
Technotronic,http://web.tiscali.it/5g589jk3798s23/0640%20-%20Technotronic%20-%20Get%20Up.jpg,Get Up
LUV,http://web.tiscali.it/5g589jk3798s24/0641%20-%20LUV%20-%20Trojan%20Horse.jpg,Trojan Horse
Abba,http://web.tiscali.it/5g589jk3798s25/0642%20-%20Abba%20-%20Take%20A%20Chance%20On%20Me.jpg,Take A Chance On Me
Bryan Adams,http://web.tiscali.it/5g589jk3798s26/0643%20-%20Bryan%20Adams%20-%20Have%20You%20Ever%20Really%20Loved%20A%20Woman.jpg,Have You Ever Really Loved A Woman
Sylver,http://web.tiscali.it/5g589jk3798s27/0644%20-%20Sylver%20-%20Turn%20The%20Tide.jpg,Turn The Tide
Dave Edmunds,http://web.tiscali.it/5g589jk3798s28/0645%20-%20Dave%20Edmunds%20-%20I%20Hear%20You%20Knockin%27%20.jpg,I Hear You Knockin'
Ryan Paris,http://web.tiscali.it/5g589jk3798s29/0646%20-%20Ryan%20Paris%20-%20Dolce%20Vita.jpg,Dolce Vita
Billy Joel,http://web.tiscali.it/5g589jk3798s30/0647%20-%20Billy%20Joel%20-%20The%20river%20of%20dreams.jpg,The river of dreams
Edwyn Collins,http://web.tiscali.it/5g589jk3798s31/0648%20-%20Edwyn%20Collins%20-%20A%20Girl%20Like%20You.jpg,A Girl Like You
Anita Ward,http://web.tiscali.it/5g589jk3798s32/0649%20-%20Anita%20Ward%20-%20Ring%20my%20bell.jpg,Ring my bell
Frank Zander,http://web.tiscali.it/5g589jk3798s33/0650%20-%20Frank%20Zander%20-%20Da%20Da%20Da.jpg,Da Da Da
Billy Idol,http://web.tiscali.it/5g589jk3798s34/0651%20-%20Billy%20Idol%20-%20Sweet%20Sixteen.jpg,Sweet Sixteen
USA For Africa,http://web.tiscali.it/5g589jk3798s35/0652%20-%20USA%20For%20Africa%20-%20We%20are%20the%20world.jpg,We are the world
Roland Kaiser,http://web.tiscali.it/5g589jk3798s36/0653%20-%20Roland%20Kaiser%20-%20Lieb%20mich%20ein%20letztes%20Mal.jpg,Lieb mich ein letztes Mal
Music Instructor,http://web.tiscali.it/5g589jk3798s37/0654%20-%20Music%20Instructor%20-%20Get%20Freaky.jpg,Get Freaky
Jennifer Rush,http://web.tiscali.it/5g589jk3798s38/0655%20-%20Jennifer%20Rush%20-%20Destiny%20.jpg,Destiny
Hollies,http://web.tiscali.it/5g589jk3798s39/0656%20-%20Hollies%20-%20The%20Air%20That%20I%20Breathe.jpg,The Air That I Breathe
Penny McLean,http://web.tiscali.it/5g589jk3798s40/0657%20-%20Penny%20McLean%20-%201-2-3-4%20Fire.jpg,4 Fire
S'Express,http://web.tiscali.it/5g589jk3798s41/0658%20-%20S%27Express%20-%20Theme%20From%20S%27Express.jpg,Theme From S'Express
Simple Minds,http://web.tiscali.it/5g589jk3798s42/0659%20-%20Simple%20Minds%20-%20Belfast%20child.jpg,Belfast child
Silver Convention,http://web.tiscali.it/5g589jk3798s43/0660%20-%20Silver%20Convention%20-%20Fly%20Robin%20Fly.jpg,Fly Robin Fly
ANIMATION,http://web.tiscali.it/5g589jk3798s44/0661%20-%20ANIMATION%20-%20I%20Engineer.jpg,I Engineer
Gorillaz,http://web.tiscali.it/5g589jk3798s45/0662%20-%20Gorillaz%20-%20Clint%20Eastwood.jpg,Clint Eastwood
Torfrock,http://web.tiscali.it/5g589jk3798s46/0663%20-%20Torfrock%20-%20Pump%20ab%20das%20Bier.jpg,Pump ab das Bier
Nick MacKenzie,http://web.tiscali.it/5g589jk3798s47/0664%20-%20Nick%20MacKenzie%20-%20Juanita.jpg,Juanita
T Rex,http://web.tiscali.it/5g589jk3798s48/0665%20-%20T%20Rex%20-%20Children%20of%20the%20Revolution.jpg,Children of the Revolution
Leila K,http://web.tiscali.it/5g589jk3798s49/0666%20-%20Leila%20K%20-%20Open%20Sesame.jpg,Open Sesame
Elton John,http://web.tiscali.it/5g589jk3798s50/0667%20-%20Elton%20John%20-%20Crocodile%20Rock.jpg,Crocodile Rock
Modern Talking,"http://web.tiscali.it/5g589jk3798s51/0668%20-%20Modern%20Talking%20-%20You%27re%20My%20Heart,%20You%27re%20My%20Soul.jpg","You're My Heart, You're My Soul"
Stephanie,http://web.tiscali.it/5g589jk3798s52/0669%20-%20Stephanie%20-%20Irresistible.jpg,Irresistible
Michael Jackson,http://web.tiscali.it/5g589jk3798s53/0670%20-%20Michael%20Jackson%20-%20Dirty%20Diana.jpg,Dirty Diana
Stefan Raab,http://web.tiscali.it/5g589jk3798s54/0671%20-%20Stefan%20Raab%20-%20Wir%20Kiffen.jpg,Wir Kiffen
Fifty Cent,http://web.tiscali.it/5g589jk3798s55/0672%20-%20Fifty%20Cent-%20In%20Da%20Club.jpg,In Da Club
Ashford & Simpson,http://web.tiscali.it/5g589jk3798s56/0673%20-%20Ashford%20&%20Simpson%20-%20Solid.jpg,Solid
Nu Shooz,http://web.tiscali.it/5g589jk3798s57/0674%20-%20Nu%20Shooz%20-%20I%20Can%27t%20Wait.jpg,I Can't Wait
Gianna Nanini & Edoardo Bennato,http://web.tiscali.it/5g589jk3798s59/0675%20-%20Gianna%20Nanini%20&%20Edoardo%20Bennato%20-%20Un%20estate%20italiana.jpg,Un estate italiana
No Angels,http://web.tiscali.it/5g589jk3798s60/0676%20-%20No%20Angels%20-%20Something%20About%20Us.jpg,Something About Us
Styx,http://web.tiscali.it/5g589jk3798s61/0677%20-%20Styx%20-%20Boat%20on%20the%20river.jpg,Boat on the river
Bonny Taylor,http://web.tiscali.it/5g589jk3798s62/0678%20-%20Bonny%20Taylor%20-%20Lost%20In%20France.jpg,Lost In France
John Paul Young,http://web.tiscali.it/5g589jk3798s63/0679%20-%20John%20Paul%20Young%20-%20Standing%20In%20The%20Rain.jpg,Standing In The Rain
Suzi Quatro,http://web.tiscali.it/5g589jk3798s64/0680%20-%20Suzi%20Quatro%20-%20If%20You%20Can%60t%20Give%20Me%20Love.jpg,If You Can`t Give Me Love
Clout,http://web.tiscali.it/5g589jk3798s65/0681%20-%20Clout%20-%20Save%20me.jpg,Save me
Jan Hammer,http://web.tiscali.it/5g589jk3798s66/0682%20-%20Jan%20Hammer%20-%20Miami%20Vice%20Theme.jpg,Miami Vice Theme
Robbie Williams & Nicole Kidman,http://web.tiscali.it/5g589jk3798s67/0683%20-%20Robbie%20Williams%20&%20Nicole%20Kidman%20-%20Somethin%27%20Stupid.jpg,Somethin' Stupid
Nicole,http://web.tiscali.it/5g589jk3798s68/0684%20-%20Nicole%20-%20Flieg%27%20nicht%20so%20hoch%20mein%20kleiner%20freund.jpg,Flieg' nicht so hoch mein kleiner freund
Alphaville,http://web.tiscali.it/5g589jk3798s69/0685%20-%20Alphaville%20-%20Sound%20Like%20A%20Melody.jpg,Sound Like A Melody
Micheal Jackson,http://web.tiscali.it/5g589jk3798s70/0686%20-%20Micheal%20Jackson%20-%20Heal%20the%20World.jpg,Heal the World
Sarah Connor,http://web.tiscali.it/5g589jk3798s71/0687%20-%20Sarah%20Connor%20-%20Lets%20Get%20Back%20To%20Bed%20Boy.jpg,Lets Get Back To Bed Boy
Queen,http://web.tiscali.it/5g589jk3798s72/0688%20-%20Queen%20-%20Radio%20Ga%20Ga.jpg,Radio Ga Ga
Madonna,http://web.tiscali.it/5g589jk3798s73/0689%20-%20Madonna%20-%20Get%20into%20the%20Groove.jpg,Get into the Groove
Madonna,http://web.tiscali.it/5g589jk3798s74/0690%20-%20Madonna%20-%20Who%27s%20That%20Girl.jpg,Who's That Girl
Time To Time,http://web.tiscali.it/5g589jk3798s75/0691%20-%20Time%20To%20Time%20-%2010%20Kleine%20Negerlein.jpg,10 Kleine Negerlein
Michael Jackson,http://web.tiscali.it/5g589jk3798s76/0692%20-%20Michael%20Jackson%20-%20I%20Just%20Can%B4t%20Stop%20Loving%20You.jpg,I Just Can′t Stop Loving You
Promises,http://web.tiscali.it/5g589jk3798s77/0693%20-%20Promises%20-%20Baby%20It%27s%20You.jpg,Baby It's You
Shakespear's Sister,http://web.tiscali.it/5g589jk3798s78/0694%20-%20Shakespear%27s%20Sister%20-%20Stay.jpg,Stay
Mamas and Papas,http://web.tiscali.it/5g589jk3798s79/0695%20-%20Mamas%20and%20Papas%20-%20Dream%20a%20Little%20Dream%20of%20Me.jpg,Dream a Little Dream of Me
Dario G,http://web.tiscali.it/5g589jk3798s80/0696%20-%20Dario%20G%20-%20Sunchyme.jpg,Sunchyme
Ayman,http://web.tiscali.it/5g589jk3798s81/0697%20-%20Ayman%20-%20Mein%20Stern.jpg,Mein Stern
Jürgen von der Lippe,http://web.tiscali.it/5g589jk3798s82/0698%20-%20J%C3%BCrgen%20von%20der%20Lippe%20-%20Guten%20Morgen%20liebe%20Sorgen.jpg,Guten Morgen liebe Sorgen
Offspring,http://web.tiscali.it/5g589jk3798s83/0699%20-%20Offspring%20-%20Pretty%20Fly.jpg,Pretty Fly
Phil Collins,http://web.tiscali.it/5g589jk3798s84/0700%20-%20Phil%20Collins%20-%20Two%20Hearts.jpg,Two Hearts
U96,http://web.tiscali.it/5g589jk3798s85/0701%20-%20U96%20-%20Heaven.jpg,Heaven
Madonna,http://web.tiscali.it/5g589jk3798s86/0702%20-%20Madonna%20-%20American%20Pie%20%28aus%20%27%27Ein%20Freund%20zum%20Verliebe.jpg,American Pie
Smokie,http://web.tiscali.it/5g589jk3798s87/0703%20-%20Smokie%20-%20For%20A%20Few%20Dollars%20More.jpg,For A Few Dollars More
Nena,http://web.tiscali.it/5g589jk3798s88/0704%20-%20Nena%20-%20Leuchtturm.jpg,Leuchtturm
Stephan Remmler,http://web.tiscali.it/5g589jk3798s89/0705%20-%20Stephan%20Remmler%20-%20Keine%20Sterne%20in%20Athen.jpg,Keine Sterne in Athen
Starship,http://web.tiscali.it/5g589jk3798s91/0706%20-%20Starship%20-%20Nothing%27s%20Gonna%20Stop%20Us%20Now.jpg,Nothing's Gonna Stop Us Now
Two Pac,http://web.tiscali.it/5g589jk3798s92/0707%20-%20Two%20Pac%20-%20Changes.jpg,Changes
Robbie Williams,http://web.tiscali.it/5g589jk3798s93/0708%20-%20Robbie%20Williams%20-%20Feel.jpg,Feel
Michael Jackson,http://web.tiscali.it/5g589jk3798s94/0709%20-%20Michael%20Jackson%20-%20Beat%20It.jpg,Beat It
Backstreet Boys,http://web.tiscali.it/5g589jk3798s95/0710%20-%20Backstreet%20Boys%20-%20As%20Long%20As%20You%20Love%20Me.jpg,As Long As You Love Me
Katja Ebstein,http://web.tiscali.it/5g589jk3798s96/0711%20-%20Katja%20Ebstein%20-%20Es%20war%20einmal%20ein%20J%C3%A4ger.jpg,Es war einmal ein J?ger
Marky Mark & the Funky Bunch,http://web.tiscali.it/5g589jk3798s97/0712%20-%20Marky%20Mark%20&%20the%20Funky%20Bunch%20-%20Good%20Vibrations.jpg,Good Vibrations
Neneh Cherry,http://web.tiscali.it/5g589jk3798s98/0713%20-%20Neneh%20Cherry%20-%20Buffalo%20Stance.jpg,Buffalo Stance
Paula Abdul,http://web.tiscali.it/5g589jk3798s99/0714%20-%20Paula%20Abdul%20-%20Straight%20Up.jpg,Straight Up
Dr. Alban,http://web.tiscali.it/5g589jk3798s100/0715%20-%20Dr.%20Alban%20-%20Look%20Who%27s%20Talking.jpg,Look Who's Talking
Cindy & Bert,http://web.tiscali.it/5g589jk3798s101/0716%20-%20Cindy%20&%20Bert%20-%20Immer%20wieder%20Sonntags.jpg,Immer wieder Sonntags
Juliane Werding,"http://web.tiscali.it/5g589jk3798s102/0717%20-%20Juliane%20Werding%20-%20Wenn%20du%20denkst,%20du%20denkst,%20dann%20den.jpg","Wenn du denkst, du denkst, dann denkst du nur du denkst"
Kiz,http://web.tiscali.it/5g589jk3798s103/0718%20-%20Kiz%20-%20Die%20Sennerin%20vom%20K%C3%B6nigssee.jpg,Die Sennerin vom K?nigssee
Pat Benatar,http://web.tiscali.it/5g589jk3798s104/0719%20-%20Pat%20Benatar%20-%20Love%20Is%20A%20Battlefield.jpg,Love Is A Battlefield
Nena,"http://web.tiscali.it/5g589jk3798s105/0720%20-%20Nena%20-%20Irgendwie,%20Irgendwo,%20Irgendwan.jpg","Irgendwie, Irgendwo, Irgendwan"
Pet Shop Boys,http://web.tiscali.it/5g589jk3798s106/0721%20-%20Pet%20Shop%20Boys%20-%20Domino%20Dancing.jpg,Domino Dancing
Band Aid,http://web.tiscali.it/5g589jk3798s107/0722%20-%20Band%20Aid%20-%20Do%20They%20Know%20It%27s%20Christmas.jpg,Do They Know It's Christmas
Wham!,http://web.tiscali.it/5g589jk3798s108/0723%20-%20Wham%21%20-%20Wake%20Me%20Up%20Before%20You%20Go-Go.jpg,Go
Lil' Kim feat. Phil Collins,http://web.tiscali.it/5g589jk3798s109/0724%20-%20Lil%27%20Kim%20feat.%20Phil%20Collins%20-%20In%20The%20Air%20Tonite.jpg,In The Air Tonite
Mark 'Oh,"http://web.tiscali.it/5g589jk3798s110/0725%20-%20Mark%20%27Oh%20-%20Droste,%20h%C3%B6rst%20du%20mich.jpg","Droste, h?rst du mich"
Osmonds,http://web.tiscali.it/5g589jk3798s111/0726%20-%20Osmonds%20-%20Crazy%20Horses.jpg,Crazy Horses
Pussycat,http://web.tiscali.it/5g589jk3798s112/0727%20-%20Pussycat%20-%20Georgie.jpg,Georgie
Exile,http://web.tiscali.it/5g589jk3798s113/0728%20-%20Exile%20-%20Kiss%20You%20All%20Over.jpg,Kiss You All Over
Milli Vanilli,http://web.tiscali.it/5g589jk3798s114/0729%20-%20Milli%20Vanilli%20-%20Keep%20On%20Running.jpg,Keep On Running
Heintje,"http://web.tiscali.it/5g589jk3798s115/0730%20-%20Heintje%20-%20Schneegl%C3%B6ckchen%20im%20Februar,%20Goldregen%20im%20Ma.jpg","Schneegl?ckchen im Februar, Goldregen im Mai"
Robert Palmer,http://web.tiscali.it/5g589jk3798s116/0731%20-%20Robert%20Palmer%20-%20Looking%20For%20Clues.jpg,Looking For Clues
Eurythmics,http://web.tiscali.it/5g589jk3798s117/0732%20-%20Eurythmics%20-%20Sweet%20Dreams%20%28Are%20Made%20Of%20This%29.jpg,Sweet Dreams (Are Made Of This)
Albert Hammond,http://web.tiscali.it/5g589jk3798s118/0733%20-%20Albert%20Hammond%20-%20The%20Free%20Electric%20Band.jpg,The Free Electric Band
Donna Summer,http://web.tiscali.it/5g589jk3798s119/0734%20-%20Donna%20Summer%20-%20I%20Feel%20Love.jpg,I Feel Love
Neneh Cherry,http://web.tiscali.it/5g589jk3798s120/0735%20-%20Neneh%20Cherry%20-%20Manchild.jpg,Manchild
Snap,http://web.tiscali.it/5g589jk3798s121/0736%20-%20Snap%20-%20Cult%20Of%20Snap.jpg,Cult Of Snap
Pet Shop Boys,http://web.tiscali.it/5g589jk3798s122/0737%20-%20Pet%20Shop%20Boys%20-%20So%20Hard.jpg,So Hard
Wolfgang Petry,http://web.tiscali.it/5g589jk3798s123/0738%20-%20Wolfgang%20Petry%20-%20Die%20l%C3%A4ngste%20Single%20der%20Welt%20-%20Teil%202.jpg,Teil 2
Metallica,http://web.tiscali.it/5g589jk3798s124/0739%20-%20Metallica%20-%20Nothing%20Else%20Matters.jpg,Nothing Else Matters
Xavier Naidoo,http://web.tiscali.it/5g589jk3798s125/0740%20-%20Xavier%20Naidoo%20-%20Wo%20willst%20du%20hin.jpg,Wo willst du hin
Fleetwood Mac,http://web.tiscali.it/5g589jk3798s126/0741%20-%20Fleetwood%20Mac%20-%20Little%20Lies.jpg,Little Lies
Kate Bush,http://web.tiscali.it/5g589jk3798s127/0742%20-%20Kate%20Bush%20-%20Running%20Up%20That%20Hill.jpg,Running Up That Hill
M.F.S.B.,http://web.tiscali.it/5g589jk3798s128/0743%20-%20M.F.S.B.%20-%20T.S.O.P.%20%28The%20Sound%20Of%20Philadelphia%29.jpg,T.S.O.P. (The Sound Of Philadelphia)
Ice MC,http://web.tiscali.it/5g589jk3798s129/0744%20-%20Ice%20MC%20-%20Easy.jpg,Easy
P.M. Sampson & Double Key,http://web.tiscali.it/5g589jk3798s130/0745%20-%20P.M.%20Sampson%20&%20Double%20Key%20-%20We%20Love%20To%20Love.jpg,We Love To Love
Vicky Leandros,http://web.tiscali.it/5g589jk3798s131/0746%20-%20Vicky%20Leandros%20-%20Die%20Bouzouki%20klang%20durch%20die%20Sommern.jpg,Die Bouzouki klang durch die Sommernacht
Army Of Lovers,http://web.tiscali.it/5g589jk3798s145/0747%20-%20Army%20Of%20Lovers%20-%20Crucified.jpg,Crucified
Status Quo,http://web.tiscali.it/5g589jk3798s146/0748%20-%20Status%20Quo%20-%20What%20You%27re%20Proposing.jpg,What You're Proposing
C,http://web.tiscali.it/5g589jk3798s147/0749%20-%20C-Block%20-%20So%20Strung%20Out.jpg,So Strung Out
Faithless,http://web.tiscali.it/5g589jk3798s148/0750%20-%20Faithless%20-%20God%20Is%20A%20D.J..jpg,God Is A D.J.
Racey,"http://web.tiscali.it/5g589jk3798s149/0751%20-%20Racey%20-%20Boy,%20Oh%20Boy.jpg","Boy, Oh Boy"
Supertramp,http://web.tiscali.it/5g589jk3798s150/0752%20-%20Supertramp%20-%20It%27s%20Raining%20Again.jpg,It's Raining Again
Nik Kershaw,http://web.tiscali.it/5g589jk3798s151/0753%20-%20Nik%20Kershaw%20-%20Wouldn%27t%20It%20Be%20Good.jpg,Wouldn't It Be Good
OMC,http://web.tiscali.it/5g589jk3798s152/0754%20-%20OMC%20-%20How%20Bizzare.jpg,How Bizzare
Cats,http://web.tiscali.it/5g589jk3798s153/0755%20-%20Cats%20-%20Let%27s%20Dance.jpg,Let's Dance
